StatLevel/internal05,"老陽"
Story/D_8_2_6_2_1_011,"哦呵呵，我怎麼一下在這、一下在那，我到底是誰？ 把你搞糊塗了，迷惑得不得了吧？"
Story/D_8_2_6_2_1_010,"咦？師姊，妳怎麼……。"
Story/D_8_2_6_2_1_009,"咦，仙兒師姊，怎麼是妳！"
Story/D_8_2_6_2_1_008,"慢著，才說兩句話妳就拔劍。 決定動手殺人的門檻也太低了！是我！是我！"
Story/D_8_2_6_2_1_007,"那麼多言無益，妳是何方神聖都無所謂了，先吃我一劍。"
Story/D_8_2_6_2_1_006,"本宮若說是呢？"
Story/D_8_2_6_2_1_005,"敢問錦香宮要與唐門為敵，是閣下的意思嗎？"
Story/D_8_2_6_2_1_045,"兩個標緻小娘子，殺氣恁重。"
Story/D_8_2_6_2_1_044,"咦，仙兒師姊，怎麼是妳！"
Story/D_8_2_6_2_1_043,"哦、哦呵呵呵，兩位冷靜點兒，是我！是我啦！"
Story/D_8_2_6_2_1_042,"十息？那妳又太小看在下了。"
Story/D_8_2_6_2_1_041,"十息之內沒決出勝負，妳便自己逃生吧。"
Story/D_8_2_6_2_1_040,"把那麼多人丟給我，妳還真看得起我。"
Story/D_8_2_6_2_1_039,"南女俠，請妳助我牽制其他宮人，力所能及就別傷人。 我斬死那人，便來助妳。"
Story/D_8_2_6_2_1_038,"那麼多言無益，妳是何方神聖都無所謂了。"
Story/D_8_2_6_2_1_037,"本宮若說是呢？"
Story/D_8_2_6_2_1_036,"敢問錦香宮要與唐門為敵，是閣下的意思嗎？"
Story/T_8_2_6_2_1_003,"「好」，嗎……這就信我了？ 我此刻從背後斬妳一劍，妳可就沒命了啊。"
Story/D_8_2_6_2_1_035,"好。"
Story/D_8_2_6_2_1_034,"嶺南派，南溪，友軍。"
Story/D_8_2_6_2_1_033,"妳是……。"
Story/D_8_2_6_2_1_032,"我來也。"
Story/D_8_2_6_2_1_004,"呵……姊姊真沒有白疼妳。"
Story/D_8_2_6_2_1_003,"因為妳不是我師父。"
Story/D_8_2_6_2_1_002,"湘兒，見了師父，怎麼不叫人？"
Story/T_8_2_6_2_1_001,"為防音波功所擾，武林盟俠客都躲得老遠。 但錦香宮女流各個武功高強，湘姊一人如何能擋。"
Story/D_8_2_6_2_1_001,"師姊、師妹，請妳們三思。"
Story/O_8_2_6_2_006,"解鎖條件：？？？"
Story/O_8_2_6_2_005,"我出去會一會來人"
Story/O_8_2_6_2_004,"緊閉大門"
Story/D_8_2_6_2_093,"不能讓對面為所欲為，不得已，只好我們主動出擊！ 大家都隨我上！"
Story/O_8_2_6_2_003,"開門出城驅趕"
Story/O_8_2_6_2_002,"解鎖條件：？？？"
Story/O_8_2_6_2_001,"吼回去"
Story/D_8_2_6_2_092,"說得也是！"
Story/D_8_2_6_2_091,"且慢，聲波功不足為懼。 無非是比誰聲音大，戰場上，吆喝聲哪曾少過？ 我們齊聲吼回去便是！"
Story/D_8_2_6_2_090,"沒轍！"
Story/D_8_2_6_2_097,"人呢？"
Story/D_8_2_6_2_096,"誰拉我……"
Story/D_8_2_6_2_095,"且慢，我去吧。"
Story/D_8_2_6_2_094,"沒轍！"
Story/D_8_2_6_2_089,"湘姊，別衝動，先等等──"
Story/D_8_2_6_2_088,"不，我去吧，我也不必馬，走著去見師姊妹。"
Story/D_8_2_6_2_087,"牽一匹馬來，我去。"
Story/D_8_2_6_2_086,"……再若不然，就得主動開門，出堡迎戰。"
Story/D_8_2_6_2_085,"……我也懂一點音波功，說不定可以吼回去。 便是壓不過對面，也可以抵銷部分威力。"
Story/T_8_2_6_2_008,"我雖然也懂一點音波功的皮毛，但是內功不如對手精純， 便是谷盡內力吼回去，也難抵銷威力。"
Story/D_8_2_6_2_084,"那鷹俠萬里前輩可是嵩山派從前的達摩院首座！ 獅吼功、易筋經、鷹爪手，全都練到登峰造極，唐門又不擅長內功， 如何能擋他的吼聲？"
Story/T_8_2_6_2_007,"仙兒師姊不是說，要我信她錦香宮是友非敵嗎？ 這會兒人卻不知上哪去了。"
Story/D_8_2_6_2_083,"啊，抱歉，龍姑娘，說的當然不是妳。"
Story/D_8_2_6_2_082,"唔……。"
Story/D_8_2_6_2_081,"錦香宮真是恩將仇報，我們在風雨山那樣捨命相助， 她們卻甘為武林盟的馬前足！"
Story/D_8_2_6_2_080,"對面似乎要使音波功，聲波無孔不入， 那距離之遠，便是發鏢也打不到，我們該如何是好？"
Story/D_8_2_6_2_079,"對面要使音波功了，那音波功無質無形，最是難防難閃。 何況距離太遠，我設的陷阱埋伏都夠不著，卻該如何是好？"
Story/T_8_2_6_2_006,"……算了，你雖然花心，對我也是真好的，比大公子待我要好。 我雖不能與你結連理，但是做好朋友、好兄弟也是可以的。 一個不好，我們今日就死了，犯不著再板著臉和你置氣。"
Story/T_8_2_6_2_005,"你這傢伙笑屁？八成以為我忘了上回那碴吧。"
Story/T_8_2_6_2_004,"看來新仇蓋過舊恨，她一時忘了上回那碴。"
Story/T_8_2_6_2_003,"死人，我講歸講，你可以不聽啊。 抱我一下又不會死！我最多捶你兩拳遮羞。"
Story/D_8_2_6_2_078,"妳又不讓我揹、不讓我抱，還不許我先走，我不是只能拉著妳跑嗎？"
Story/D_8_2_6_2_077,"呼，呼，你拉我跑這麼快……害我……快……快喘死。"
Story/D_8_2_6_2_076,"哼嗯……行吧。"
Story/D_8_2_6_2_075,"師父，我想與妳並肩作戰。"
Story/D_8_2_6_2_074,"弟子，你不在山上坐鎮，跑來前線做甚。"
Story/D_8_2_6_2_073,"可以請你快點住手嗎？我喜歡的是小娘子。"
Story/D_8_2_6_2_072,"師弟～我從沒一日這麼想念你！"
Story/D_8_2_6_2_071,"我來了，現在什麼情況？"
Story/D_8_2_6_2_070,"不過呢，我就再待一會兒才跑吧。"
Story/D_8_2_6_2_069,"廢話，當然怕。妳這拍拍只對掌門跟師弟管用好嗎？"
Story/D_8_2_6_2_068,"還怕嗎？"
Story/D_8_2_6_2_067,"……。"
Story/D_8_2_6_2_066,"拍拍不怕。"
Story/D_8_2_6_2_065,"小師妹妳可來了！換班！換班！ 我沒料到對面人那麼多，這我招架不來啊！嚇都要嚇死。"
Story/D_8_2_6_2_064,"就這麼辦，多謝提醒，不然俺要壞事。 俺去角落蹲著等。"
Story/D_8_2_6_2_063,"好像是這樣！"
Story/T_8_2_6_2_002,"萬一之時，我就趁你引起騷動再逃跑。"
Story/D_8_2_6_2_062,"就是，你要是消耗了力氣，到時打不動怎辦？ 你得保存實力，等我們打一陣子給你開路，你再報仇雪恨。"
Story/D_8_2_6_2_061,"樊兄弟，你聽我說。 你想揍的人是一群龜孫子，不會現身在前線，現在去白白送死罷了。"
Story/D_8_2_6_2_060,"有話好說，不要啊！"
Story/D_8_2_6_2_059,"你的狗在我們手裡，但凡你敢動我們一下，或者再吵要開門， 我們就把那條狗也扔出堡去，看他兵荒馬亂能不能活！"
Story/D_8_2_6_2_058,"這聲音是……狗雞！"
Story/D_8_2_6_2_057,"我知道你不聽人話，但是狗話你總聽吧？"
Story/D_8_2_6_2_056,"你算哪根蔥，誰來我也不聽！"
Story/D_8_2_6_2_055,"阿狗，你最好別煩人家。"
Story/D_8_2_6_2_054,"有話好說，不要啊！"
Story/D_8_2_6_2_053,"你的狗在我們手裡，但凡你敢動我們一下，或者再吵要開門， 我們就把那條狗也扔出堡去，看他兵荒馬亂能不能活！"
Story/D_8_2_6_2_052,"這聲音是……狗雞！"
Story/D_8_2_6_2_051,"我知道你不聽人話，但是狗話你總聽吧？"
Story/D_8_2_6_2_050,"你算哪根蔥，誰來我也不聽！"
Story/D_8_2_6_2_049,"阿狗，你最好別煩人家。"
Story/D_8_2_6_2_048,"啊！師父不要！很多人在看！"
Story/D_8_2_6_2_047,"呵，妳錯的可多著。"
Story/D_8_2_6_2_046,"師父，我錯了，人家不該自稱俺的。"
Story/D_8_2_6_2_045,"還要為師說第二遍，是嗎？"
Story/D_8_2_6_2_044,"師、師父！"
Story/D_8_2_6_2_043,"妳給我過來。"
Story/D_8_2_6_2_042,"俺耐不住！俺要打架！汪汪！"
Story/D_8_2_6_2_041,"萬萬不可，我們的優勢就在外堡，樊兄弟，你得耐住性子。"
Story/D_8_2_6_2_040,"幹嘛還不衝出去打他媽媽！"
Story/D_8_2_6_2_039,"我也上堡樓看看情況。"
Story/D_8_2_6_2_038,"真、真的嗎，有將軍這一說，頓時就踏實了。"
Story/D_8_2_6_2_037,"既然規模從群毆上升到戰爭，那便是貧道的主場。 沒什麼可怕的，都按策略進行便是！"
Story/D_8_2_6_2_036,"將軍，他們實在太多，起碼有我們兩倍不止，卻該如何是好？"
Story/D_8_2_6_2_035,"四師兄你先消停一下，別吵。"
Story/D_8_2_6_2_034,"我還有事先走了改天一起吃飯我請客。"
Story/D_8_2_6_2_033,"貧道打仗素來身先士卒，去的地方都是最險最惡的絕境，往往有去無回。 唐四俠願隨我一道，足見膽識過人。"
Story/D_8_2_6_2_032,"蛤？"
Story/D_8_2_6_2_031,"哈哈！好！唐四俠好氣魄！"
Story/D_8_2_6_2_030,"道法將軍！有你在我就安心了，我唐四就跟著你了。"
Story/D_8_2_6_2_029,"各位弟兄別慌，都穩住！"
Story/D_8_2_6_2_028,"四師兄，你鎮定一點，你不是來坐鎮外堡的嗎？ 連你都慌成這樣，會影響軍心啊！"
Story/D_8_2_6_2_027,"我的天，人好多！要死了要死了！ 現在從後門溜掉還來得及嗎？"
Story/D_8_2_6_2_026,"不妙，各位武林盟友，速速退避！運功抵禦聲波！"
Story/D_8_2_6_2_025,"對，你讓內功不到家的，都退避三里開外。 老夫只等你三十息，就要發功。"
Story/D_8_2_6_2_024,"萬里前輩，可是要使那佛門獅吼功？"
Story/D_8_2_6_2_023,"你南宮老太爺與我也算故交，罷了。 老夫便助你一嗓子。"
Story/D_8_2_6_2_022,"正是。"
Story/D_8_2_6_2_021,"老夫已經還俗，不可再稱我為大師。 我本欲上山直取頭目，見你一臉憂心忡忡，且來問你， 可是擔心那堡壘大門緊閉，難以攻破？"
Story/D_8_2_6_2_020,"大師！"
Story/D_8_2_6_2_019,"南宮小子。"
Story/D_8_2_6_2_018,"囉唆，本宮只助武林盟開門，即算是盡了義務。"
Story/D_8_2_6_2_017,"宮主且慢，此事還有待商議。"
Story/D_8_2_6_2_016,"是！"
Story/D_8_2_6_2_015,"錦香宮列陣！"
Story/D_8_2_6_2_014,"這……。"
Story/D_8_2_6_2_013,"為免你屆時又拿藉口污我宮人名聲，姑且再提醒一次。 心性不穩、內功修為不足者聞我琵琶聲，有害身心。 你下令使各路盟友退避三里開外為善。"
Story/D_8_2_6_2_012,"我怎麼沒想到呢？果真良策！"
Story/D_8_2_6_2_011,"容易之至。 本宮施展音波功催之，不必折損一兵一卒，即可令他們自行開門。"
Story/D_8_2_6_2_010,"溫夫人好。晚輩愚鈍，在宮主面前豈敢自居軍師。 還請宮主不吝，以良方示我。"
Story/D_8_2_6_2_009,"軍師。"
Story/T_8_2_6_2_001,"問題在於，該怎麼攻下外堡。 那外堡雖小，可是唐門機關暗器不容小覷，正面衝突，一定死傷慘重。"
Story/D_8_2_6_2_008,"哦～對嘛，這麼一講我就懂了，看來外堡是非得夷平不可。"
Story/D_8_2_6_2_007,"說來也不深奧，若我等急功近利，繞過外堡登山攻擊唐門， 又不能一舉拿下，不是反而陷入慘被夾攻的危境嗎？ 亦或者他們反其道而行，從外堡派出刺客，直取盟主也未可知。"
Story/D_8_2_6_2_006,"我腦子不好使嘛，體諒一下，問一嘴又不會少一塊肉。"
Story/D_8_2_6_2_005,"公子怎麼說，你怎麼做得了，問那麼多幹嘛？"
Story/D_8_2_6_2_004,"大公子，哦不，南宮家主，此話怎講？"
Story/D_8_2_6_2_003,"是因為戰略考量的緣故。"
Story/D_8_2_6_2_002,"我說，繞過去直取大院不行嗎？非得拿下外堡的理由是什麼？"
Story/D_8_2_6_2_001,"那就是唐門外堡。"
Story/D_8_2_6_1_041,"圍攻唐門可不比江陵之戰，那時軍民一心同體。 責任在於盟主，本官奉勸各位最好別太悠哉。 若是耽誤民生，難保上官大人不會被朝中重臣參上一本。"
Story/D_8_2_6_1_040,"他們定然不敢，只能困守在山，屈居被動。 只要嚴防陷阱、落石，我等可謂已立於不敗之地。"
Story/D_8_2_6_1_039,"那這些朝廷兵馬，就有名目參戰了。"
Story/D_8_2_6_1_038,"賢姪不必憂心，我既提刀重出江湖，便無退縮的道理。 何況武林盟以此鎮為據點，敵人決計不敢大舉來攻，要是滋擾民生，哼。"
Story/D_8_2_6_1_037,"二位大人，盟主已經下令先鋒進攻，還請移駕陣後以策安全。"
Story/D_8_2_6_1_036,"是，下官告辭。"
Story/D_8_2_6_1_035,"放心吧，知縣大人。這是武林恩怨，又不是要你帶兵剿匪。 只要江湖武人不傷及無辜，此事便牽扯不到你頭上。 你只管按兵不動便是。"
Story/D_8_2_6_1_034,"下官不敢，下官不敢，大人恕罪。"
Story/D_8_2_6_1_033,"夠了。再說，本官就當你抗命，按律法辦。"
Story/D_8_2_6_1_032,"……大人明察，唐門雖是江湖門派，頗有不遜名聲。 公然與縣府衙門對抗的劣跡也難撇清，但是……但是…… 坐鎮蜀中以來，使宵小賊寇不敢橫行，又與民為善，施粥置田──"
Story/D_8_2_6_1_031,"知縣大人，把話省省吧。 你眉州收成幾何，我等心照不宣，你無非是想包庇唐門。"
Story/D_8_2_6_1_030,"眉山鎮不算富饒，每年交了稅賦，僅能餬口， 每有加耗，就得寅吃卯糧，實在經不起折騰。 要是可以大事化小，握手言和就好了。"
Story/D_8_2_6_1_029,"二位大人，這既是朝廷的旨意，下官小小知縣不敢不從。 必定全力配合，但還請千萬高抬貴手。"
Story/D_8_2_6_1_028,"遵命，我去去就回。"
Story/D_8_2_6_1_027,"我沒有特別好，可是你滿意就好。"
Story/D_8_2_6_1_026,"哦。"
Story/D_8_2_6_1_025,"放心，家有如花似玉的妳，我才捨不得死。"
Story/D_8_2_6_1_024,"……恭送師兄。 你一定要平安，不要再亂跑了。"
Story/D_8_2_6_1_023,"多謝小師妹加持，我一定平安歸來。"
Story/D_8_2_6_1_022,"拍拍，平安，幸運，勇氣。"
Story/D_8_2_6_1_021,"交給我。"
Story/D_8_2_6_1_020,"拍拍，平安，幸運，勇氣。"
Story/D_8_2_6_1_019,"等等。"
Story/D_8_2_6_1_018,"……。"
Story/D_8_2_6_1_017,"那……我走了。"
Story/D_8_2_6_1_016,"喔。"
Story/D_8_2_6_1_015,"小師妹，家就交給妳了。"
Story/D_8_2_6_1_014,"是！"
Story/D_8_2_6_1_013,"負責守衛大院的留下，其餘人隨我上陣殺敵。"
Story/D_8_2_6_1_012,"噢！！"
Story/D_8_2_6_1_011,"讓天下人知曉，唐門沒有式微。 此時此刻你我都在，便是唐門最強的時代！"
Story/D_8_2_6_1_010,"要提醒天下人，勿忘唐門的恐怖。 今日超渡不了的，也要讓他們永生難忘，每晚都會駭然驚醒！"
Story/D_8_2_6_1_009,"很好。"
Story/D_8_2_6_1_008,"戰他娘親！！"
Story/D_8_2_6_1_007,"甭管對手是何方神聖，有人侵門踏戶，招惹唐門。 我們要怎麼辦？"
Story/D_8_2_6_1_006,"唐門！！"
Story/D_8_2_6_1_005,"呃，唐門。"
Story/D_8_2_6_1_004,"唐門！！"
Story/D_8_2_6_1_003,"唐默鈴。"
Story/D_8_2_6_1_002,"你們是誰？"
Story/D_8_2_6_1_001,"師兄弟姊妹們！"
Story/D_8_2_5_9_2_045,"妳再不過來抱我一下，給我補血，我就要失血致死了。"
Story/D_8_2_5_9_2_044,"想太多了，過來。"
Story/D_8_2_5_9_2_043,"你傷得好重，我怕我是壓垮駱駝的最後一根草，把你撞死。"
Story/D_8_2_5_9_2_042,"怎麼，我準備要接，妳又不撲了？"
Story/D_8_2_5_9_2_041,"我贏……"
Story/D_8_2_5_9_2_040,"哥哥。"
Story/D_8_2_5_9_2_039,"是。"
Story/D_8_2_5_9_2_038,"唐芳師妹，煩請妳來，跟我搭把手，扶鄒掌門入內治傷。"
Story/D_8_2_5_9_2_050,"天也要收他，由不得他不死。"
Story/D_8_2_5_9_2_049,"我已經不知該說什麼話才好了。"
Story/D_8_2_5_9_2_048,"師弟，你……。"
Story/D_8_2_5_9_2_047,"但這次贏的是我。"
Story/D_8_2_5_9_2_046,"……論內功、招數、眼力、見識，我沒一處勝得過前輩你。 對決一千次，我或許會輸九百九十九次。"
Story/D_8_2_5_9_2_037,"別說了，師兄，僥倖而已，我手都還在抖。"
Story/D_8_2_5_9_2_036,"連我都佩服我自己。"
Story/D_8_2_5_9_2_035,"師弟，你了得。 我已經不知該說什麼話才好，總之是佩服不已。"
Story/D_8_2_5_9_2_034,"要是你們今天沒給武林盟那群混蛋滅門，我們再談交情不遲。"
Story/D_8_2_5_9_2_033,"……哈，哈哈。 儒俠唐陞，你迂腐了點，人也還過得去。 唐門靈丹，趙某人不客氣領受了，從前那些也都一筆勾銷。"
Story/D_8_2_5_9_2_032,"我唐三有眼不識泰山，今始開眼，知道泥教地獄道一身正氣。 請法王恕罪，獻此丹以作陪禮。"
Story/D_8_2_5_9_2_031,"少在那邊屁。"
Story/D_8_2_5_9_2_030,"趙法王，正邪不兩立。"
Story/D_8_2_5_9_2_029,"三師兄。"
Story/D_8_2_5_9_2_028,"師弟，讓他去吧。"
Story/D_8_2_5_9_2_027,"趙法王怎麼來的，我就不問了。 但唐門可不是由著你來去自如的地方……。"
Story/O_8_2_5_9_2_002,"捉拿魔教法王"
Story/D_8_2_5_9_2_026,"我知道。"
Story/D_8_2_5_9_2_025,"三師兄，趙法王並非敵人。"
Story/D_8_2_5_9_2_024,"哈，小兄弟，你還不壞。 死活都來地獄道走一遭，老子做東。"
Story/D_8_2_5_9_2_023,"恭送法王。"
Story/O_8_2_5_9_2_001,"恭送法王"
Story/D_8_2_5_9_2_022,"……承蒙你的關心，老子正打算要閃。 等會兒捲進你們無聊的紛爭，八成會變真鬼。"
Story/D_8_2_5_9_2_021,"挨不住，我要躺一會兒……師弟，你動得了就快跑吧，別給人剁了。"
Story/T_8_2_5_9_2_001,"原來他也和我一樣……難怪他要將容貌毀去。"
Story/N_8_2_5_9_2_001,"隨著聲音逐漸低啞，你們心照不宣，均知這位大宗師、大魔頭， 走到了人生的終點。"
Story/D_8_2_5_9_2_020,"……是因為我醜嗎？是因為這張臉嗎？ 可是……可是，這又不是我的錯，我也不想要這張臉啊！ 我何嘗不想像哥哥一樣英俊啊！好恨啊……。"
Story/D_8_2_5_9_2_019,"怎麼……怎麼妳卻不等我回來，卻和哥哥成親了？ 妳騙我的，是嗎？妳希望我死在戰場上，是嗎？"
